date,arrival,seasonality,hong kong casino,shows in macau,singapore to macau,macau airlines,macau on map,tiger airways,cathay pacific,show in macau,macau venetian,galaxy macau hotel,macau grand hotel,macau tauranga,casino in macau,mgm macau,macau ferry terminal,macau restaurant jamaica,macao,map of hong kong,macau food festival,cheap flights,hong kong to macau travel time,venetian hotel macau,macau nightlife,royal hotel,macau ferry schedule,cebu pacific,jetstar,thailand,flights to hong kong,macau food,macau hotel venetian,hotel in macau,flights to macau,hong kong macau ferry,weather in macau,macau restaurant menu,macau weather,wing on travel,china map,macaulay culkin,taboo show macau,dancing water show macau schedule,best food in macau,hotel macau,agoda,macau hotel,hongkong,asia travel,city of dreams macau,hong kong airport to macau,hong kong airport to macau ferry,dancing water macau,macau magic show,china,weather hong kong,macau portuguese restaurant,best food in hong kong,macau china weather,macau gaming lounge & bar,galaxy macau,hong kong ferry to macau,ferry terminal,hong kong light show,travel to macau,macau chinese restaurant,hk to macau ferry,casinos macau,macau tourism,macau shows,indian restaurant in macau,hong kong macau,bangkok,super show 4 macau,hong kong airport,restaurant in macau,macau food festival 2015,macau restaurants,best restaurant in macau,macau water show,china travel,macau travel guide,galaxy casino macau,openrice,hong kong shopping,hongkong weather,good food in macau,hong kong hotel,macau restaurant hong kong,hongkong macau,weather in macau in december,weather forecast,accommodation in macau,cheap flights to macau,venetian macau shopping,agoda macau,hong kong,macau currency,macau shopping festival,iifa awards 2013 full show,hong kong weather forecast,venetian,heart bar macau,galaxy,weather forecast in macau,halal food in hong kong,food in macau,banyan tree macau,macau cheap flights,venetian hotel,macau food blog,macau tourism board,hong kong travel,flights to macau from singapore,mgm,city of dreams,macau tour package,macau travel blog,macau gaming show,the house of dancing water,weather hk,hong kong disneyland,hong kong macau map,macau time,hong kong ferry,air asia,macau weather today,weather singapore,best hotel macau,sands casino,halal food in macau,macau show bar,lisboa casino,hotel lisboa macau,singapore,from hong kong to macau,venetian casino macau,shopping in hong kong,venetian macau casino,shopping in macau,macau food festival 2014,singapore airlines,hong kong tourism,venetian macau,macau shopping mall,macau shopping guide,ferry macau to hong kong airport,hk to macau,macau food guide,hong kong weather,casino lisboa macau,world map,hong kong to macau ferry,macau hotels,macau food festival 2017,air macau,macau things to do,google flights,hotel lisboa,macau china,google map,what to do in macau,wing on travel macau,macau food festival 2012,weather in hong kong,galaxy casino,hongkong tourism,hong kong to macau,wynn casino,macao restaurant,macau city,macau light show,map of macau,macau weather december,house of dancing water,macau airport,hongkong macau ferry,macau restaurant tauranga,ferry to macau,macau hk ferry,travel agency,wynn macau,macau food festival 2016,macau casino,macau island,restaurants in macau,macau ferry,ferry macau hong kong,macau ferry terminal hong kong,hongkong map,macau ferry from hong kong,macau ferry terminal map,ozone bar hong kong,galaxy hotel,iifa awards 2013 macau full show,macau galaxy,macau map,hotel in hong kong,weather forecast hong kong,macau world map,venetian casino,airasia,macau package,hong kong map,grand macau casino,hong kong ferry terminal,macau tower,bali,macau hong kong,macao casino,food festival macau,skyscanner,AGODA,macaulay culkin,Skyscanner,Country
2017-07,5167700,259067.8458,65,62,71,41,44,11,38,29,28,31,32,72,40,55,74,14,63,29,5,66,49,23,35,80,34,57,51,53,87,59,23,43,66,79,59,80,46,90,54,20,9,33,24,43,73,43,91,55,40,71,61,31,59,94,52,83,81,38,36,30,80,100,61,62,42,64,28,22,70,32,79,72,0,78,75,0,70,50,33,49,15,17,67,55,34,0,55,56,54,18,66,40,21,51,38,74,70,0,0,37,72,48,41,17,31,64,15,29,37,61,29,52,39,64,32,64,37,13,32,65,77,49,36,38,13,24,46,36,46,24,0,15,34,80,66,42,58,42,42,0,49,28,28,59,26,61,78,37,52,26,48,80,35,11,70,75,77,88,61,65,72,33,0,65,50,15,89,51,49,44,19,49,19,37,77,65,42,83,82,79,61,0,58,56,25,77,79,61,36,59,49,70,72,0,30,43,59,37,56,45,28,51,45,19,73,64,83,79,35,5,80,83292,1384,26840,HK
2017-08,5023433,592309.1494,67,43,73,35,29,10,42,44,28,36,29,79,49,53,59,94,64,29,9,61,53,25,22,77,40,57,53,55,92,66,25,44,68,81,71,100,100,84,55,11,17,0,68,44,75,44,89,52,36,70,64,31,19,91,86,35,90,46,52,34,82,86,67,76,50,71,36,23,61,12,85,73,0,84,46,0,77,38,37,50,32,26,66,54,59,30,55,51,53,20,66,32,29,16,37,78,81,17,0,71,65,46,42,19,72,74,22,25,35,29,10,53,16,65,28,54,35,25,31,100,74,45,37,39,13,100,48,41,42,57,32,16,39,79,73,47,59,47,42,0,53,22,28,41,25,64,84,18,86,27,58,82,41,0,81,78,79,87,65,63,87,20,0,83,43,18,90,56,72,42,0,33,29,33,82,47,26,83,66,75,66,0,54,54,59,80,81,53,48,69,28,62,66,0,34,48,58,71,51,44,29,46,47,36,74,59,80,85,35,9,80,88168,1786,26383,HK
2017-09,4635161,-348625.7375,54,32,72,38,49,7,39,36,29,28,26,41,41,50,65,55,73,30,5,56,42,28,33,66,32,61,52,55,85,65,28,44,79,79,56,34,57,69,57,8,0,32,23,40,72,40,89,57,37,75,73,31,38,88,55,31,82,66,35,23,85,67,56,64,67,83,35,26,60,25,77,69,0,75,63,0,70,39,38,52,33,9,62,55,39,0,58,67,59,36,56,32,53,66,23,74,63,0,0,47,62,24,39,22,38,66,14,48,32,30,17,49,38,58,32,56,50,26,25,53,69,40,31,40,15,35,53,27,38,0,50,18,38,83,78,41,59,41,38,0,54,30,29,52,0,73,84,18,55,33,66,85,35,16,67,70,77,87,62,63,68,26,0,68,35,17,88,51,59,40,19,43,31,31,81,73,20,81,64,68,59,0,51,54,72,78,79,43,39,59,35,49,59,0,23,44,61,47,55,43,31,48,47,33,62,52,100,77,26,5,79,78314,1185,23325,HK
2017-10,5278677,135488.8577,61,73,99,41,46,8,38,45,31,31,24,63,53,68,92,13,64,34,44,55,97,28,23,63,65,67,53,50,80,80,28,46,69,88,75,64,63,74,52,7,8,61,49,44,75,44,89,56,40,82,94,29,54,85,60,89,61,48,17,24,92,55,72,62,24,91,42,31,82,0,85,68,0,81,61,0,72,69,31,50,62,17,58,60,48,38,65,86,53,57,53,24,48,42,25,77,92,16,0,41,64,100,35,31,44,62,20,48,31,19,23,53,21,64,29,54,74,12,27,53,80,57,42,44,14,51,54,36,40,22,16,23,36,80,75,45,60,45,44,0,50,30,31,49,24,94,94,26,60,18,52,92,39,35,79,87,78,78,59,59,83,28,0,83,47,22,94,55,52,44,30,49,47,30,77,58,32,95,82,70,58,0,58,64,68,90,88,66,46,73,9,64,52,0,24,51,66,41,75,49,31,46,49,38,75,57,80,85,33,44,79,67227,1575,22478,HK
2017-11,4971119,-53976.02918,71,62,77,39,59,8,41,64,35,33,30,53,53,68,100,39,73,35,100,53,46,28,18,62,41,74,49,54,79,88,28,51,64,83,96,70,65,87,54,13,0,0,94,48,75,48,89,62,43,67,87,25,18,91,67,68,74,77,34,23,82,55,73,84,54,73,30,25,83,36,87,73,0,80,86,0,94,83,49,50,18,22,62,63,59,29,62,76,60,100,46,25,37,42,25,80,87,17,0,44,61,45,37,31,36,69,24,60,28,29,46,56,47,59,30,59,41,25,20,58,88,57,55,42,15,40,60,59,41,0,39,29,52,84,84,57,66,57,55,0,51,33,35,20,0,87,85,26,67,45,52,82,42,100,76,100,81,74,69,58,76,25,0,89,49,27,89,53,49,43,30,49,74,33,78,76,13,97,75,70,61,0,58,77,78,91,83,70,43,70,43,62,57,0,23,52,61,44,38,44,37,49,50,28,90,60,94,87,34,100,76,68665,2074,23141,HK
2017-12,5587184,466441.1732,60,48,91,40,51,7,38,40,35,23,27,87,46,79,92,80,57,31,12,50,47,31,21,60,46,66,47,52,79,84,31,42,56,82,91,95,69,66,46,31,0,47,68,42,78,42,88,52,42,60,65,40,56,84,66,70,89,64,17,28,89,66,100,67,56,86,31,23,59,43,83,76,0,81,83,0,97,33,37,46,28,15,67,64,52,0,53,63,50,70,65,38,20,22,26,76,84,42,0,35,58,57,39,13,69,100,15,31,27,29,17,52,16,67,35,37,63,13,33,64,87,52,41,41,13,45,60,45,45,57,16,37,41,82,77,67,71,67,50,10,49,31,35,41,0,65,100,36,66,41,49,89,34,31,71,99,75,64,60,55,100,20,0,83,56,21,92,52,74,44,92,34,70,41,78,69,40,100,76,67,55,0,62,77,77,93,82,74,48,77,22,72,53,0,28,45,51,35,66,41,32,43,47,36,98,64,79,83,38,12,70,72065,1856,22529,HK
2018-01,5333562,456961.4053,62,63,79,44,53,7,39,45,32,28,26,74,52,71,77,25,65,35,11,62,49,29,18,71,53,72,51,56,93,75,29,44,76,82,81,71,70,70,53,11,0,29,63,40,74,40,81,63,41,68,66,31,35,86,84,81,82,60,32,25,85,53,69,76,80,90,41,24,80,28,92,78,0,80,60,0,75,57,20,54,21,12,61,55,59,19,58,58,61,5,65,29,51,25,23,78,78,0,0,48,64,32,34,30,79,67,17,57,34,18,6,55,40,71,33,51,45,0,28,87,82,62,38,39,15,44,100,55,44,21,15,19,36,84,87,53,59,53,37,0,59,30,32,47,0,66,90,25,84,35,55,85,36,19,77,82,100,81,65,57,93,13,0,100,35,15,98,100,48,44,46,46,12,32,72,58,37,93,73,83,85,0,71,59,49,81,82,62,48,65,29,50,55,0,25,46,60,48,43,48,34,40,50,30,70,64,82,92,30,11,100,77957,1304,23595,HK
2018-02,5280971,-263588.2435,63,52,71,34,26,6,36,35,27,22,23,80,56,88,65,41,56,31,5,61,48,20,30,68,30,72,48,52,82,63,20,38,70,65,67,63,57,56,57,6,0,0,57,35,67,35,77,54,39,48,56,25,19,87,66,40,67,54,35,23,65,55,60,48,41,55,34,20,52,12,76,73,0,66,52,0,72,48,29,50,51,12,55,43,51,0,51,36,50,18,70,26,35,22,21,70,64,0,0,37,64,70,34,16,30,62,16,48,30,30,35,47,22,64,33,51,21,0,21,78,63,46,34,33,14,46,46,51,44,23,16,24,30,76,62,40,45,40,36,0,52,30,27,41,25,56,57,0,66,41,54,65,33,0,62,76,98,82,67,58,50,23,0,80,42,24,77,90,47,34,12,37,13,31,56,44,20,68,64,79,69,0,61,61,63,69,65,51,39,49,13,38,54,0,23,39,56,37,47,50,27,37,42,37,58,56,86,76,33,5,88,62474,1004,18880,HK
2018-03,4995122,-321216.6591,67,43,85,47,41,6,40,73,34,35,38,63,65,75,78,12,58,29,9,60,59,27,27,66,38,71,46,52,83,68,27,42,65,72,60,92,57,83,55,13,0,28,36,46,76,46,83,56,35,67,51,27,69,89,61,60,100,56,0,29,81,60,72,66,56,76,41,20,76,22,85,71,0,79,86,0,100,100,36,57,30,27,55,54,42,18,60,65,57,8,75,17,45,30,25,75,74,0,1,39,64,42,35,24,83,46,19,53,33,18,6,55,30,66,32,52,26,12,21,70,75,39,39,41,18,34,54,55,45,31,30,16,80,80,72,60,66,60,46,0,53,32,34,33,0,51,93,16,61,37,50,81,39,0,75,81,96,90,66,59,97,24,0,81,51,13,93,63,51,43,22,40,12,30,76,48,36,87,68,78,58,0,71,70,87,79,72,69,49,65,34,36,60,0,29,46,63,39,51,50,32,42,46,23,78,55,79,85,42,9,87,78432,1447,25252,HK
2018-04,5301602,-126199.2564,69,38,82,39,40,6,39,62,35,31,22,69,35,63,78,77,60,30,9,58,84,31,26,67,29,62,46,50,81,79,31,44,58,71,61,64,51,66,56,14,8,0,43,42,74,42,82,56,35,82,86,32,18,91,50,54,85,41,16,29,76,63,71,72,53,87,33,23,45,47,85,66,0,76,74,0,84,63,24,54,44,28,52,59,39,38,55,74,52,14,64,30,36,31,21,73,81,0,0,27,68,22,31,15,46,59,16,40,33,37,6,50,31,64,34,51,60,12,24,51,74,47,40,38,16,29,53,39,42,22,15,18,28,82,85,41,59,41,34,0,52,33,35,73,23,86,93,51,50,31,49,76,35,0,70,83,88,84,61,60,82,8,0,69,52,12,100,88,62,42,18,37,17,32,78,54,19,91,79,76,58,0,60,72,80,79,71,66,49,63,30,52,56,0,29,49,60,27,60,53,27,40,45,48,66,57,83,85,32,9,86,72342,1272,24371,HK
2018-05,4953003,-304838.2286,63,55,65,39,30,5,37,54,37,32,23,87,52,62,93,100,55,30,0,57,60,29,27,71,44,56,47,50,75,72,29,38,62,81,57,58,42,69,53,6,8,29,42,40,66,40,78,50,49,77,83,27,0,84,42,53,74,37,16,32,85,75,55,70,47,60,35,26,49,46,84,65,0,74,65,0,83,31,41,50,39,14,57,46,34,37,52,28,50,22,71,41,32,40,30,69,78,0,0,22,64,43,31,10,30,54,22,28,31,63,19,49,15,71,32,65,13,24,27,37,74,42,40,38,17,25,55,53,39,43,0,12,21,80,81,45,49,45,23,0,49,28,37,38,0,83,74,17,42,30,48,85,39,0,66,86,88,85,60,59,78,29,0,61,43,25,96,61,64,44,11,37,12,33,68,51,55,88,61,76,57,0,58,62,55,78,81,57,45,62,15,44,59,0,32,40,58,22,20,50,29,39,42,27,76,60,80,84,40,0,86,70694,935,25969,HK
2018-06,4741779,-491824.2772,66,60,64,39,36,5,36,49,32,27,40,72,59,52,81,25,62,26,0,59,39,26,17,71,33,55,42,51,72,75,26,44,69,69,62,54,62,61,43,6,0,45,59,44,67,44,77,48,48,62,68,28,71,80,52,46,100,54,0,29,74,81,69,69,48,61,28,25,62,52,77,63,0,74,53,0,87,23,24,48,26,10,54,53,37,38,49,48,48,17,64,0,50,46,25,69,69,0,0,36,64,22,29,15,43,54,14,61,32,28,13,45,26,67,34,49,26,0,23,68,72,41,39,34,14,41,60,48,40,22,15,18,74,85,71,56,56,56,44,0,48,24,32,53,0,68,77,0,52,85,59,74,36,0,68,76,84,78,64,59,65,22,0,65,42,18,85,59,41,46,17,30,12,29,69,52,13,83,77,73,55,0,68,52,63,76,69,79,41,58,18,52,67,0,29,40,54,36,48,50,24,48,40,62,75,70,86,77,30,0,83,64731,794,23925,HK
2018-07,5461222,259067.8458,60,40,58,42,27,5,36,32,27,23,27,87,66,56,76,62,60,26,4,62,65,21,22,77,32,65,43,100,83,68,21,40,53,65,48,48,48,63,41,8,0,86,42,39,70,39,77,52,45,60,58,28,17,82,47,56,76,23,16,29,71,93,54,65,19,59,33,16,44,11,74,68,0,73,66,0,92,39,30,47,38,7,56,48,33,37,50,41,45,24,68,23,29,10,24,68,85,0,1,32,67,42,30,15,59,50,12,33,35,18,13,48,25,70,33,44,32,23,27,52,65,42,37,34,15,34,50,36,45,21,15,16,33,82,64,48,48,48,27,0,52,27,27,47,0,58,73,17,47,35,55,71,40,0,67,83,80,81,58,57,85,24,0,57,50,22,85,49,62,41,17,32,18,28,76,54,12,77,68,77,54,0,55,70,61,71,65,50,39,54,17,41,72,0,29,45,53,32,49,42,25,38,39,23,58,58,93,74,34,4,85,73030,2819,24999,HK
2018-08,5895951,592309.1494,68,72,66,39,38,5,38,34,32,25,25,53,44,56,78,36,64,27,4,56,32,25,34,71,23,55,41,54,83,83,25,41,79,70,58,87,74,63,45,13,0,0,77,40,67,40,88,51,37,64,74,28,0,88,51,60,68,59,16,28,78,100,60,63,37,60,31,24,77,28,80,68,0,76,57,0,92,22,42,49,59,13,58,49,37,55,53,60,50,27,63,12,24,20,23,73,81,0,0,37,67,31,33,22,39,55,17,28,34,27,12,49,25,70,31,52,38,17,25,60,61,46,36,34,14,47,47,41,44,21,15,15,34,82,74,46,53,46,44,0,50,28,32,19,0,74,80,25,51,40,49,78,42,0,69,79,77,82,67,54,71,24,0,68,52,13,90,63,64,43,39,32,20,37,77,48,49,76,56,74,55,0,53,54,67,75,70,54,40,69,17,40,66,0,28,46,57,37,51,54,23,42,41,26,72,57,95,80,34,4,81,80759,2991,24613,HK
2011-01,2076066,-17030.10855,74,88,59,100,14,80,56,31,56,21,67,0,66,74,47,0,58,59,16,100,52,62,61,95,41,82,68,51,100,41,62,80,80,69,57,0,64,43,80,26,0,0,0,72,34,72,44,100,62,37,39,70,42,91,72,58,30,79,0,19,54,34,30,75,34,54,69,92,74,27,75,64,0,89,51,0,49,21,86,87,62,22,56,87,67,0,88,73,62,0,95,84,52,73,42,85,62,37,0,81,93,0,21,24,30,14,5,49,100,43,53,85,72,73,21,45,31,0,69,54,67,55,19,36,32,14,56,97,54,0,72,45,52,84,66,65,73,65,51,0,99,98,56,23,0,39,46,60,72,55,67,54,81,0,89,35,5,75,62,78,25,38,0,77,34,55,59,81,84,32,27,76,8,89,72,50,0,55,70,100,88,0,59,48,29,74,69,34,78,44,56,0,37,0,19,71,83,81,43,100,26,61,71,64,45,65,48,75,76,16,17,13838,2944,2728,MO
2011-02,2164249,-2927.929977,73,65,70,82,52,78,53,54,55,25,62,0,59,79,66,0,55,61,11,93,0,73,67,92,33,92,71,48,90,33,73,80,52,75,73,0,61,47,77,9,0,73,39,67,34,67,45,88,56,55,53,76,0,86,66,41,17,92,0,15,63,34,44,76,47,67,72,70,37,57,77,60,0,78,54,0,49,22,46,82,54,11,58,76,77,0,86,69,59,27,85,29,54,38,32,83,73,39,0,71,93,0,23,56,31,21,4,45,88,0,71,79,25,66,19,65,65,0,68,50,74,76,22,37,32,29,39,78,52,0,0,40,60,80,78,32,65,32,54,0,91,87,55,24,0,53,42,42,66,25,70,63,79,0,74,37,5,84,60,79,81,0,0,76,33,70,61,84,88,34,57,76,8,98,76,64,0,64,64,92,75,0,63,82,31,74,75,56,82,71,51,0,40,0,15,72,88,71,68,87,29,55,72,76,73,64,43,77,46,11,16,14322,2617,2665,MO
2011-03,2190865,-106515.2256,66,84,59,82,41,84,56,49,77,20,76,0,82,80,45,0,62,100,0,90,25,68,85,90,65,81,75,55,85,50,68,74,65,62,74,40,63,49,100,7,0,0,24,75,36,75,47,93,89,58,64,85,0,95,75,37,28,98,0,18,60,39,51,69,21,45,56,84,71,26,77,60,0,85,52,0,51,20,100,97,59,34,57,92,67,42,98,69,58,0,76,27,37,69,40,94,68,0,0,81,89,0,24,73,28,49,12,59,78,41,100,100,34,67,21,75,29,0,87,59,77,96,21,38,29,9,41,68,52,72,0,55,70,85,61,84,88,84,53,0,89,96,77,43,0,64,62,38,75,52,100,60,68,0,84,48,4,87,67,83,40,42,36,84,48,69,58,80,91,38,26,86,8,100,77,78,0,65,53,90,78,0,74,59,37,76,62,48,94,54,33,5,41,0,18,100,100,81,67,80,25,59,100,53,80,54,42,77,61,0,16,17482,2592,3527,MO
2011-04,2338449,520.017444,70,71,63,100,79,83,53,52,92,32,59,0,55,100,70,0,65,64,0,84,53,90,85,92,47,81,73,48,74,45,90,73,77,66,72,22,53,45,77,7,0,0,25,79,38,79,48,92,90,62,62,100,0,90,60,49,33,72,0,21,64,48,30,86,80,61,49,86,58,55,83,57,0,86,52,0,49,64,70,100,62,14,61,93,66,0,87,74,77,0,81,57,91,61,51,87,71,0,0,59,90,0,28,24,24,21,38,100,79,0,84,88,60,64,23,66,47,0,100,46,75,81,24,42,28,18,42,73,47,52,0,55,75,88,64,97,88,97,66,0,88,100,92,0,55,62,60,40,60,43,61,64,78,0,79,38,4,94,67,80,50,26,0,74,35,72,69,86,97,43,0,83,8,100,75,63,0,82,59,87,80,0,62,73,35,87,66,60,93,60,35,17,44,0,21,92,90,59,60,97,24,61,72,49,76,67,42,83,44,0,15,16746,2596,3210,MO
2011-05,2295551,-100574.2117,100,50,63,88,60,79,56,73,100,98,79,0,71,99,71,0,58,56,0,85,49,82,76,92,37,71,68,48,82,40,82,100,78,80,60,0,50,56,75,7,0,65,24,93,38,93,47,93,79,72,76,93,0,88,53,55,24,60,0,100,73,51,32,85,53,63,100,77,78,25,91,59,0,79,41,0,41,30,94,90,77,100,62,93,54,41,86,81,74,18,80,79,55,91,49,86,83,0,0,60,92,0,32,22,50,35,100,58,73,41,71,85,56,63,24,45,44,0,61,42,73,83,30,43,32,13,44,79,56,0,0,32,99,89,86,72,87,72,87,0,92,96,100,42,0,76,64,0,53,46,63,73,97,0,87,73,5,87,60,79,46,48,0,59,84,88,73,85,64,45,38,79,8,94,82,77,0,77,50,86,80,0,90,85,41,87,80,100,94,71,46,28,57,0,100,83,89,60,71,80,30,70,71,61,71,63,43,91,62,0,16,18588,2626,3510,MO
2011-06,2181476,-233945.4617,77,34,74,82,48,84,54,75,92,97,68,0,68,95,77,0,58,49,0,92,25,100,100,95,58,71,100,49,88,44,100,81,60,79,63,61,57,68,66,8,0,0,24,93,41,93,47,86,100,66,91,88,0,85,61,47,24,69,0,68,80,56,42,89,21,52,63,81,46,52,90,64,0,86,56,0,79,20,90,87,89,26,69,95,62,0,91,76,84,12,100,27,68,58,45,86,80,36,0,74,95,0,36,11,40,36,96,95,79,83,51,89,69,62,23,51,30,0,57,62,74,66,24,41,29,13,44,87,69,49,0,24,80,89,78,88,95,88,89,0,93,93,92,33,0,91,61,38,61,17,56,80,95,0,83,28,6,89,58,86,47,24,0,58,58,75,67,74,77,47,52,100,8,76,100,98,0,74,51,93,66,0,72,82,42,91,79,69,89,77,60,35,68,0,68,82,88,74,88,90,25,80,63,39,56,77,42,90,47,0,17,20460,2634,3576,MO
2011-07,2550867,148475.6712,85,42,64,81,48,82,55,69,82,92,96,0,74,83,67,0,65,49,0,91,100,94,61,100,40,69,86,52,90,71,94,83,78,66,48,41,44,59,66,9,0,0,48,96,45,96,51,89,77,64,64,71,0,85,49,75,22,91,0,56,60,61,43,100,43,49,82,86,63,26,85,65,0,91,63,0,70,30,74,86,59,34,83,97,55,63,90,63,82,0,96,27,74,58,50,86,100,36,0,62,100,0,40,28,17,75,79,77,81,84,50,84,34,66,22,73,30,27,54,49,71,81,21,42,29,9,35,82,70,49,34,34,88,91,77,88,87,88,93,0,95,93,82,65,0,64,51,38,49,41,56,60,84,0,77,57,6,97,74,94,57,37,0,55,64,82,74,84,50,54,26,91,8,83,73,95,0,76,47,90,88,0,77,74,33,77,66,47,100,79,47,26,72,0,56,95,83,62,57,94,27,100,71,54,65,100,45,85,60,0,18,25497,2819,3884,MO
2011-08,2698003,345281.4391,82,32,75,86,65,74,100,38,80,79,100,0,72,87,90,0,61,50,10,85,24,87,93,91,42,79,85,51,86,57,87,96,75,75,50,58,35,57,64,10,0,0,58,100,47,100,49,91,69,74,64,83,0,89,43,45,25,29,0,45,73,63,56,72,41,47,44,66,84,100,89,65,0,88,67,0,72,68,58,82,94,30,81,97,52,81,94,79,89,12,97,77,53,78,60,88,90,34,0,57,92,0,42,32,43,59,77,79,73,79,90,84,77,63,19,57,28,0,61,33,70,97,26,41,29,8,38,100,66,0,0,43,84,90,74,70,76,70,72,0,93,90,80,73,100,64,46,73,43,100,63,73,92,0,80,41,5,94,64,89,42,18,0,53,50,100,84,66,66,37,0,77,18,83,80,91,0,68,62,85,86,0,73,67,67,83,75,72,95,77,70,41,66,0,45,76,94,57,40,80,25,67,68,89,71,94,46,89,59,10,17,27226,2991,3936,MO
2011-09,2166627,-195281.2157,64,63,76,95,51,69,57,55,73,94,69,0,55,76,78,0,59,53,19,76,70,75,64,82,60,81,85,49,84,48,75,91,72,74,52,19,56,48,71,9,0,0,56,90,44,90,52,83,79,65,64,72,0,89,67,34,37,63,0,46,60,47,28,94,40,65,80,82,93,24,78,63,0,91,52,0,63,0,69,75,91,31,73,100,80,39,97,100,73,17,85,100,57,75,51,87,66,100,0,80,83,0,43,31,21,33,69,66,67,0,74,75,64,55,18,48,55,0,67,66,73,70,23,44,33,16,40,62,50,0,32,66,85,89,67,72,88,72,78,0,90,84,73,60,0,64,80,35,67,38,72,60,100,0,83,45,11,85,65,83,31,17,0,71,48,90,72,67,78,39,24,61,14,86,84,81,0,69,56,80,78,0,79,73,78,90,74,81,86,70,49,26,67,0,46,80,97,80,58,69,32,62,72,100,66,82,43,78,51,19,16,26059,2534,3965,MO
2011-10,2376643,23777.85574,91,44,77,94,36,68,57,61,85,85,64,0,42,77,68,0,63,50,36,72,22,73,63,76,100,84,81,58,80,56,73,82,88,89,58,62,59,60,68,7,0,0,21,77,46,77,53,83,67,83,47,83,0,96,68,57,37,100,0,40,78,41,51,63,94,61,87,91,81,34,83,92,0,93,59,0,72,53,67,75,52,41,72,93,72,37,100,89,74,44,70,59,81,81,55,91,66,63,0,86,87,0,51,60,35,43,58,78,63,36,63,87,60,51,19,64,0,0,61,56,76,55,21,46,31,19,44,78,46,0,30,42,86,85,74,81,86,81,62,0,93,90,85,48,46,47,64,34,68,61,63,78,74,0,79,59,7,71,66,74,77,11,0,89,50,64,72,75,71,36,23,86,20,75,88,100,0,85,100,75,71,0,73,74,74,89,89,62,80,71,47,48,64,0,40,88,91,86,63,67,28,68,74,74,82,79,46,83,55,36,16,25826,2149,4349,MO
2011-11,2417765,26415.37955,75,82,91,91,66,67,56,92,79,82,85,0,83,75,76,0,67,51,63,70,22,88,78,71,76,86,78,51,80,71,88,84,67,89,68,27,64,68,72,10,0,59,53,81,52,81,55,78,60,66,87,66,0,93,68,16,31,20,0,41,78,41,37,75,48,67,53,96,78,23,90,69,0,88,56,0,74,45,87,73,43,18,79,98,86,0,95,73,74,61,57,48,65,51,35,88,60,0,0,83,77,0,56,100,40,49,64,68,55,37,57,82,81,52,18,67,52,0,63,46,81,84,29,43,31,8,47,84,53,43,0,79,100,88,99,78,100,78,75,0,93,93,79,58,0,87,69,34,68,61,59,78,87,0,81,60,5,67,60,71,66,22,0,89,73,76,81,66,61,43,23,91,64,79,87,97,0,77,59,76,77,0,86,78,58,89,89,58,84,79,100,38,66,0,41,71,91,83,69,61,29,65,71,75,65,74,42,90,67,63,15,28146,2217,4662,MO
2011-12,2545718,111803.7903,54,88,88,71,30,65,50,64,69,83,58,0,50,91,73,0,53,51,17,63,44,68,89,63,54,72,80,47,68,56,68,60,66,69,84,18,65,51,58,27,0,57,0,73,54,73,56,73,53,66,60,68,0,85,73,56,42,79,0,54,68,41,43,70,19,47,46,81,84,23,82,63,0,90,67,0,73,17,76,62,43,25,92,96,100,0,79,88,77,65,67,23,53,60,52,82,88,31,0,71,74,0,67,34,69,59,38,82,52,54,69,67,89,51,16,61,39,0,67,53,75,72,26,33,32,11,54,69,54,42,0,100,58,84,66,70,93,70,77,0,82,84,69,56,45,60,50,33,73,60,54,68,76,0,70,57,5,57,63,68,38,21,31,85,59,75,69,72,70,35,23,74,60,77,72,77,0,68,39,71,67,0,60,68,81,79,69,60,70,58,52,45,68,0,54,76,82,71,58,61,30,62,62,60,55,68,38,82,41,17,14,30214,2742,5070,MO
2012-01,2461640,-17030.10855,73,67,75,74,33,66,54,75,70,64,57,0,60,61,71,0,60,51,0,86,40,61,84,80,76,100,82,52,83,42,61,60,55,76,71,24,64,46,68,10,0,53,57,65,57,65,52,79,51,71,36,55,32,85,64,67,21,36,0,50,74,37,36,78,43,66,58,68,57,0,78,69,28,84,53,0,56,24,49,73,39,31,81,78,72,0,77,30,57,20,72,65,30,37,45,80,74,29,0,67,86,0,59,23,45,50,40,52,66,33,52,69,55,59,19,60,24,0,62,52,71,66,18,34,28,28,40,64,100,39,27,46,78,83,80,53,72,53,60,0,100,79,70,43,0,36,55,31,64,65,63,74,73,0,73,50,7,64,63,69,48,10,0,80,56,55,77,69,40,30,21,77,6,59,83,69,0,75,61,86,66,0,66,74,64,77,76,52,70,77,32,24,63,0,50,64,78,67,74,85,31,62,62,74,60,65,44,78,52,0,22,30347,2301,6057,MO
